第一次国共合作得以实现的条件有（   ）难①共产党需要团结各种力量作为革命同盟军②中国国民党在当时各政党中“比较是革命的民主派”③共产国际提出了实行国共合作的建议④“打倒列强，除军阀”成为全国人民的共同愿望,①②,①②③,①②④,①②③④,D
第一次国共合作采取了共产党员以个人身份加入国民党的党内合作方式，最早提出这种方式的是（   ）易,共产国际,中国共产党,孙中山,廖仲恺,A
与以往军校相比，黄埔军校的特点有（   ）难①聘请外国军事教官②政治教育与军事训练同等重要③开设自然科学课程④国共两党合作的产物,①②③,①③④,①④,②④,D
1923年中共三大就国共合作问题决定（   ）中,共产党员以个人身份加入国民党,同国民党实行党外合作,帮助国民党改组，使之成为民族资产阶级政党,必须坚持共产党在统一战线中的领导权,A
孙中山的新三民主义成为国共两党合作的政治基础，因为它（   ）中,发展了“联俄、联共、扶助农工”的三大政策,增加了反对帝国主义侵略和平均地权的内容,与中国共产党民主革命纲领的基本原则相一致,是在中国共产党和共产国际指导下形成的,C
孙中山晚年强调“革命尚未成功，同志仍需努力”的历史背景是（   ）难①袁世凯窃取革命果实②列强在华享有各种特权③北洋政府名曰“共和”实为专制④中国处于割据混战局面,①②③,②③④,①②④,①③④,B
国民革命运动中，政府机构几经变化。1927年初国民革命高潮时的政府机构是（   ）难,陆海军大元帅府,广州国民政府,武汉国民政府,南京国民政府,C
下列孙中山的民族主义主张在今天仍具现实意义的是（   ）难①“联合世界上以平等待我之民族，共同奋斗②“（中国人民）一律平等，无种族阶级宗教之区别③“驱除鞑虏之后，光复我民族的国家”④“异种残之，外邦逼之，民族主义……殆不可以须臾缓”,①②,①③,②④,③④,A
面对北洋军阀的统治，几经挫折的国民党和共产党都认识到，必须以武装的革命对付武装的反革命。为此，国民党在1924年采取的重要措施是（   ）难,与共产党合作建立国民革命军,与共产党合作建立北伐军,与共产党合作改组国民党,与共产党合作建立军事学校,D
最近，美国斯坦福大学胡佛研究所公布了蒋介石1917年至1931年的日记，吸引了各国学者的关注。蒋介石在此时期的日记里可能涉及的事件是（   ）中,参加北伐战争,拒绝张杨兵谏,组织淞沪会战,出席开罗会议,A
十年对峙时期，红色政权能够发展壮大的主要原因是（   ）中,建立于敌人力量薄弱的山区,当时新旧军阀混战激烈,得到了大量的国际援助物资,坚持了工农武装割据的思想,D
1927年大革命失败后，中国共产党确定土地革命和武装斗争方针的会议是（   ）易,西湖会议,八七会议,古田会议,遵义会议,B
1928年，毛泽东主持制定中国共产党第一个土地法是在（   ）易,井冈山,瑞金,古田,永新,A
1927年，中共八七会议确定的总方针是（   ）易,推翻北洋军阀的黑暗统治,开辟农村革命根据地,开展土地革命和武装反抗国民党反动派,建立工农民主统一战线,C
1935年1月，中国共产党召开的具有历史转折意义的会议是（   ）易,八七会议,古田会议,遵义会议,洛川会议,C
1928年12月，在东北宣布“改易旗帜”、归顺南京国民政府的是（   ）易,孙传芳,张学良,吴佩孚,张作霖,B
中国共产党独立领导革命战争、创建人民军队的开端是（   ）易,南昌起义,秋收起义,广州起义,百色起义,A
1928年，毛泽东主持制定的中国共产党历史上第一个土地法是（   ）易,《井冈山土地法》,《兴国土地法》,《关于清算、减租及土地问题的指示》,《中国土地法大纲》,A
1928年10月，国民党中央常务委员会通过了（   ）易,《中华民国临时约法》,《中华民国约法》,《军政纲领》,《训政纲领》,D
毛泽东提出“枪杆子里面出政权”是在（   ）易,四一二政变时,南昌起义时,八七会议上,秋收起义时,C
1927年，蒋介石在南京建立政权，其性质是（   ）易,资产阶级政权,官僚资产阶级政权,地主阶级政权,大地主大资产阶级政权,D
国民党在形式上统一中国，在全国范围内建立了自己统治的标志是（   ）易,宁汉合流,皇姑屯事件,东北易帜,国民党中央常务委员会通过《训政纲领》,C
国民革命失败以后，中国革命的直接斗争目标是推翻（   ）易,地主阶级,国民党反动统治,资产阶级,帝国主义,B
毛泽东关于农村包围城市、武装夺取政权的革命道路理论的提出，标志着毛泽东思想（   ）易,开始萌芽,初步形成,达到成熟,系统完善,B
毛泽东1927年写了一首词“军叫工农革命，旗号镰刀斧头。地主重重压迫，农民个个同仇。秋收时节幕云愁，霹雳一声暴动”，这首词赞颂的是（   ）难,上海工人起义,南昌起义,秋收起义,广州起义,C
20世纪30年代，中国共产党内最早提出反对教条主义的任务的领导人是（   ）中,毛泽东,刘少奇,周恩来,张闻天,A
从大革命失败到土地革命战争兴起的转折是：（   ）易,遵义会议,瓦窟堡会议,中共六大,八七会议,D
中国共产党认为中国革命的基本问题是（   ）中,农民问题,工人问题,民族资产阶级问题,党的问题,A
井冈山根据地的建立与巩固（   ）。中,开辟了农村包围城市，武装夺取政权的道路,是土地革命战争开始的标志,是中国共产党独立领导武装斗争的开端,确立了党对军队的绝对领导,A
在1931年毛泽东制定的土地革命路线中，对富农的政策是（   ）。中,消灭富农,联合富农,限制富农,保护富农,C
1927年8月7日的八七会议在选出了以（   ）为书记的中央临时政治局。易,毛泽东,周恩来,瞿秋白,陈独秀,C
在什么失败后部队开始转移战略方向，决心向力量薄弱的农村区域转移，开始创建井冈山农村革命根据地的斗争？（   ）易,南昌起义,广州起义,秋收起义,土地革命,C
“共产党现时最主要的任务是有系统地有计划地尽可能在广大区域中准备农民总暴动……工人阶级应时刻领导并参加武装暴动。”上述中国共产党“八七”会议决议表明（   ）难,中国共产党的工作重心由城市转入农村,中国共产党正式确立了工人阶级的领导地位,中国共产党确定了武装反抗国民党的方针,中国共产党的思想理论基础发生了根本变化,C
1927年南昌起义的最大意义在于（   ）中,开始与国民党反动派武装对抗,确立党对军队的绝对领导,建立了第一个无产阶级革命政权,开创了“工农武装割据”的革命道路,A
南昌起义、秋收起义、广州起义最重要的意义是（   ）中,打响了反抗国民党统治的第一枪,建立了第一个苏维埃政权,中共开始有了独立武装力量,确立了党对军队的绝对领导,C
南昌起义、秋收起义、广州起义中得出的深刻教训是（   ）中,必须武装反抗国民党反动派,必须建立党对军队的绝对领导,必须建立新型的人民军队,走适合中国国情的革命道路,D
八七会议前后，中共发动的几次大规模武装起义均以夺取大城市为目标，这种情况表明（   ）中,我党在城市拥有相对强大的革命力量,敌人在某些大城市力量不足,我党的革命道路脱离实际,我党尚未充分认识到农民是革命的动力,C
土地革命战争时期、毛泽东指出：“一国之内，在四周白色政权的包围中，有一小块或若干小块红色政权的区域长期地存在，这是世界各国从来没有的事。这种奇事的发生，有其独特的原因。”红色政权能够存在和发展的根本原因是（   ）难,中国是一个经济政治发展极端不平衡的半殖民地半封建大国,国民革命的政治影响及良好的群众基础,全国革命形势的继续发展,相当力量的正式红军的存在以及共产党组织的坚强有力和正确领导,A
毛泽东实际上否定了“城市中心论”，确立了“以乡村为中心”的思想的文章是（   ）难,《星星之火，可以燎原》,《中国的红色政权为什么能够存在？》,《反对本本主义》,《井冈山的斗争》,A
国共十年对峙前期，中共建立的革命根据地主要集中在江南地区，主要是因为这一地区（   ）难,中外反动势力力量较弱,国民大革命时期有良好的群众基础,一直是中共中央所在地,地理环境适宜建立农村革命根据地,B
在井冈山地区建立全国第一个农村革命根据地的时间是（   ）易,1927年8月,1927年9月,1927年10月,1928年4月,C
据1927年11月统计，全党党员人数由1927年5月中共五大时的（   ）多人锐减到10000多人。难,87000,67000,57900,78000,C
1930年5月，中共中央机关刊物《红旗》发表署名信件，明确提出共产党应当以大部分力量甚至全副力量去发展（   ）。难,乡村工作,城市工作,调查工作,土地革命,A
“没有调查，没有发言权”，是毛泽东在（   ）中提出的。易,《井冈山的斗争》,《星星之火，可以燎原》,《反对本本主义》,《实践论》,C
“农村包围城市”的革命道路理论，形成于（   ）中,国民革命时期（1924-1927年）,土地革命时期（1927-1937年）,抗日战争时期（1937-1945年）,解放战争时期（1946-1949年）,B
针对党内“红旗到底打得多久”的疑问，毛泽东撰写《中国的红色政权为什么能够存在》等著述，作出了肯定的回答。毛泽东所说的红色政权，最先建立的是（   ）易,中央革命根据地,井冈山革命根据地,川陕革命根据地,川陕甘革命根据地,B
毛泽东提出“中国革命斗争的胜利要靠中国同志了解中国情况”的文章是（   ）中,《中国的红色政权为什么能够存在？》,《井冈山的斗争》,《星星之火，可以燎原》,《反对本本主义》,D
八七会议后，作为中央特派员去湖南领导秋收起义的是（   ）易,周恩来,毛泽东,朱德,贺龙,B
1931年当选为中华苏维埃共和国临时中央政府主席的是（   ）易,毛泽东,周恩来,项英,王稼祥,A
1931年1月至1935年1月，中国共产党内出现的主要错误倾向是（   ）中,“左”倾盲动主义,“左”倾冒险主义,“左”倾教条主义,右倾保守主义,C
1935年10月，中央红军结束长征并同红十五军团胜利会师于（   ）易,四川懋功地区,西康甘孜地区,甘肃会宁、静宁,陕北吴起镇,D
1936年10月，中国工农红军三大主力胜利会师是在（   ）易,四川懋功地区,甘肃会宁、静宁将台堡,西康甘孜地区,陕北吴起镇,B
遵义会议后接替博古担任中共中央总负责人的是（   ）易,毛泽东,周恩来,张闻天,王稼祥,C
1931年11月，中国共产党在江西瑞金召开的重要会议是（   ）易,中共六届四中全会,红四军第九次党的代表大会,中华苏维埃第一次全国代表大会,赣南会议,C
1934年中国工农红军第五次反“围剿”斗争失败后，率先开始战略转移的是（   ）易,红十五军团,红一方面军,红二方面军,红四方面军,B
1935年1月，中国共产党在遵义会议上解决的主要问题是（   ）中,军事和组织问题,思想和作风问题,政治和军事问题,筹款和征兵问题,A
遵义会议后，中共中央政治局成立了新的三人团负责红军的军事行动，其成员是（   ）难,周恩来、毛泽东、朱德,朱德、毛泽东、王稼祥,周恩来、毛泽东、王稼祥,周恩来、毛泽东、张闻天,C
中国工农红军长征的直接原因是（   ）易,中共失去了广大人民的支持,中共认识到北上抗日的重要性,第五次反“围剿”的失利,中共仍未找到夺取革命胜利的道路,C
毛泽东说“长征”是宣传队，意思是指（   ）中,长征使中国革命转危为安,红军战胜了党内分裂的危机,长征途中，宣传了马克思主义和抗战的主张,长征为中国革命的继续发展奠定了基础,C
万里长征是中国工农红军进行的伟大战略转移，这里的“转移”是指（   ）中,中国革命的性质发生了变化,党的工作重心发生了转移,革命中心地区发生了转移,中国革命的任务发生了变化,C
长征初期，博古等犯的错误是（   ）中,御敌于国门之外,分兵防御,短促突击,退却中的逃跑主义,D
中国共产党建立工农苏维埃政权是在（   ）中,国民革命时期,土地革命战争时期,抗日战争时期,解放战争时期,B
结束王明的‘左’倾机会主义在党中央的统治，确立了毛泽东的领导地位的重要会议是（   ）易,八七会议,遵义会议,瓦窑堡会议,中共七大,B
“遵义会议在事实上确立了以毛泽东为核心的党中央的正确领导”，这主要是指（   ）中,会议确认了毛泽东军事思想的正确性,毛泽东被选举为党的最高领导人,会议独立自主地运用毛泽东思想解决了党内长期存在的问题,会后由毛泽东掌握了军事领导权,A
导致中共长征的根本原因（   ）易,实行战略转移,反围剿失利,中共左倾错误一时泛滥,独立领导武装斗争,C
遵义会议于（   ）召开，成为中国革命的历史转折。易,1935年1月15日,1934年8月7日,1933年10月26日,1927年8月1日,A
中央红军主力开始长征后，哪些人率领中央根据地留下的部分红军在南方坚持进行艰苦的游击战争？（   ）易,毛泽东周恩来,周恩来朱德,项英陈毅,博古李德,C
前三次的反围剿斗争中，红一方面军在谁的指挥下，实行“诱敌深入，避敌主力，打其虚弱”等战术，连续粉碎了国民党的三次围剿？（   ）易,贺龙叶挺,周恩来朱德,朱德刘伯承,毛泽东朱德,D
遵义会议是中国共产党从幼稚走向成熟的标志，主要由于它（   ）难,结束了“左”倾错误在中央的统治,在军事上确定了以毛泽东为核心的新的党中央的正确领导,在生死关头妥善地处理了党内当时最主要的问题,保证了长征转移的胜利,C
“红军不怕远征难，万水千山只等闲”。当年红军“远征”的直接原因是（   ）难,把革命火种播撒到西部，扩大革命原地,东北沦陷，华北告急！中华民族危机空前,“避其主力，打其虚弱”，集中优势兵力歼灭敌人,红军第五次反围剿失利，被迫实行战略转移,D
遵义会议就红军未能粉碎敌人的第五次“围剿”，损失惨重的主要原因展开了激烈的争论，多数与会者认为是由于（   ）中,敌我力量对比悬殊,红军尚无作战方针,军事指挥严重失误,敌军采用碉堡战术,C
从1927年7月大革命失败到1935年1月遵义会议召开前，“左”倾错误在党中央领导机关取得统治地位有（   ）易,三次,二次,一次,四次,A
1930年6月，中共中央政治局通过的一次决议中说：“中国政治经济的根本危机，在全国任何一处是同样继续尖锐化，没有丝毫根本的区别，因此在中心城市爆发了伟大的工人斗争，必然形成全国革命高潮……争取一省和几省首先胜利……没有工人阶级的罢工高潮，没有中心城市的武装暴力，绝不能有一省与几省的胜利。”上述材料（   ）难,正确分析了中国革命高潮即将到来的必然趋势,正确分析了中国社会矛盾激化的状况,制定了中国无产阶级斗争的正确策略方针,反映了中国共产党领导脱离中国革命实际的思想方法,D
王明等人的“左”倾教条主义错误，使红军和根据地损失了90%，国民党统治区党的力量几乎损失了（   ）。易,90%,80%,70%,100%,D
1929年4月制定的《兴国土地法》对《井冈山土地法》的一个原则性纠正是（   ）难,改土地归工农民主政府所有为归农民自己所有,改没收一切土地为没收一切公共土地及地主阶级的土地,改按人口平分土地为按劳动力分配土地,改“抽多补少”为“抽肥补瘦”,B
长征途中，中共中央同红四方面军领导人＿＿＿分裂中央、分裂红军的严重错误进行了坚决的斗争。（   ）易,张国焘,周佛海,汪静卫,陈独秀,A
下列土地政策，符合1931年毛泽东制定的土地革命路线的是（   ）中,“一切私有土地完全归组织或苏维埃国家的劳动平民所公有”,“农民分得的土地不得转让买卖”,“没收公共土地及地主阶级土地分配给农民所有”,“没收富农土地，归苏维埃国家所有”,C
一位美国记者赞叹道：每一场革命都有它自身的传奇，毛泽东率领数万工农红军所完成的战略转移，就是中国革命史上的伟大传奇。他所说的“伟大传奇”是指（   ）易,秋收起义,井冈山会师,第五次反围剿,长征,D
在第二次国内革命战争时期，中国共产党领导下的土地革命（   ）中,实行地主减租减息，农民交租交息的政策,变封建的土地所有制为人民的土地所有制,实行耕者有其田的土地政策,变半封建的土地所有制为农民的土地所有制,D
中华苏维埃政府实行的政治制度是（   ）中,政治协商制度,各级工农兵代表大会制度,人民代表会议制度,人民代表大会制度,B
1931年11月召开，错误地把毛泽东排除在中央根据地红军领导地位之外的会议是（   ）易,遵义会议,赣南会议,中共六届四中全会,八七会议,B
中央红军和中共中央机关开始长征是在（   ）易,1934年10月,1935年10月,1936年10月,1937年10月,A
率领北上抗日先遣队的是（   ）易,叶挺,方志敏,陈毅,项英,B
遵义会议后代替博古对党负总责的是（   ）易,毛泽东,周恩来,王稼祥,张闻天,D
“平均地权”、“耕者有其田”的主张由孙中山最先提出，但在民主革命时期卓有成效付诸实施的是中国共产党。这主要取决于后者（   ）易,同情农民疾苦,否定了封建土地所有制,抑制贫富不均,制定了可行的土地纲领,D
红军胜利结束长征实现了战略大转移的标志是（   ）易,同红四方面军会师于懋功,同红十五军团会师于吴起镇,红二、六军团合编为红二方面军,红军三大主力会合,D
中国近现代史上，日本曾两度发动侵华战争，分别是（   ）。易①鸦片战争②第二次鸦片战争③甲午中日战争④抗日战争,①②,②④,③④,①④,C
20世纪30年代，一曲凄怆的《松花江上》唱遍大江南北、长城内外。歌中唱到：“我的家在东北松花江上，……从那个悲惨的时候，脱离了我的家乡，抛弃那无尽的宝藏，流浪！流浪！整日价在关内流浪。”歌中的“那个悲惨的时候”是指（   ）。中,九一八事变,七七事变,南京大屠杀,淞沪会战,A
1931年，日本发动“九一八”事变攻占的城市是（   ）。易,锦州,沈阳,长春,大连,B
“‘攘外安内’蒋主张，夜赠领土百万方，金陵城头发乱令，叫尔小民做羔羊……”，与该歌谣创作背景有关的历史事件是（   ）。中,九一八事变,百团大战,卢沟桥事变,台儿庄战役,A
为提醒大家牢记九一八事变，勿忘国耻，居安思危，我国每年都在9月18日鸣放防空警报。当年，日本制造这一事变的借口是（   ）。易,皇姑屯事件,柳条湖事件,八一三事变,一名士兵失踪,B
下列关于九一八事变的影响，不正确的是（   ）。中,它使中国东北沦为日本殖民地,它促使中国的社会矛盾开始发生变化,它促使中共立即作出国共合作共同抗日的主张,它是日本灭亡中国计划的一部分,C
溥仪执政的伪满洲国的性质是（   ）。易,奴隶主阶级政权,封建割据政权,军阀割据政权,日本的傀儡政权,D
日军占领南京后制造震惊世界的大屠杀，被杀害的中国军民人数达（   ）万以上。易,10,20,30,40,C
抗战期间，日本帝国主义在沦陷区大肆进行经济掠夺的直接目的是（   ）。易,积累发展资本主义的资本,实行中日经济提携,转嫁20世纪30年代经济大危机,解决战争需要，以战养战,D
日本侵略者实行奴化教育的根本目的是（   ）。中,宣传法西斯主义,培养和训练反共人员,欺骗舆论，缓和民族矛盾,实现其民族同化政策,D
《东史郎日记》（日）记载：“在（南京）马群镇警戒的时候，我们听说俘虏们被分配给各个中队，每一个中队两三百人，已自行处死。”“七千人的生命（俘虏）转眼之间就从地球上消失，这是个不争的事实。”对这段话的理解正确的是（   ）。中,是道听途说的，不符合事实,可供研究南京大屠杀的情况使用,真实反映了淞沪会战的惨烈场景,说明中国开始进入抗日战争时期,B
1938年10月，日本侵略军占领广州、武汉后改变了侵华战略方针，这是因为（   ）。中,日军战线太长，兵力与财力不足,英美等国政府支援强国抗战,国民政府在抗日问题上出现动摇,汪精卫成立了效忠日本的伪政权,A
在日本局部侵华过程中，促进中华民族的觉醒，标志着中国人民抗日救亡新高潮到来的事件是（   ）。易,九一八事变,一·二八事变,一二·九运动,华北事变,C
张学良、杨虎城发动西安事变的主要目的是（   ）。易,逼迫蒋介石下台,要求蒋介石联共抗日,推翻国民政府的统治,建立无产阶级政权,B
西安事变得以和平解决的根本原因是（   ）。中,中共的努力工作,蒋介石态度的转变,中日民族矛盾的上升,美国对蒋介石施加压力,C
1936年（   ），张学良、杨虎城发动西安事变，扣留了蒋介石。中,10月10日,11月11日,12月1日,12月12日,D
某知识竞赛的试题中出现了这样一组词语：“华清池、兵谏、联共抗日、和平解决”，由此判断，该题正确答案是（   ）。易,北伐战争,南昌起义,重庆谈判,西安事变,D
捉蒋——英雄壮举；放蒋——大局为重；送蒋——情真意切。与此评价相关的人物是（   ）。易,彭德怀,李宗仁,张学良,周恩来,C
推动了国共两党停止内战、再度合作，成为由国内战争走向全民族抗战的关键的历史事件是（   ）。中,九一八事变,西安事变,七七事变,重庆谈判,B
下列作品中直接反映标志着全国性抗日战争开始事件的是（   ）。中,歌曲《我的家在东北松花江上》,诗句“宛平城外狼狗叫，卢沟桥上枪声急。”,诗句“鲜血凝固的那个时候，长江呜咽钟山悲泣……三十万冤魂，在地狱中哭泣。”,电影《甲午风云》,B
日本发动全面侵华战争的标志是（   ）。易,九一八事变,华北事变,卢沟桥事变,一·二八事变,C
中共确定建立抗日民族统一战线的方针是在（   ）。易,八七会议,遵义会议,瓦窑堡会议,洛川会议,C
“一年半以前，中国还面临着再次爆发大规模内战的威胁，而现在，几个旅行中的英国人却感觉到，眼前这个国家比历史上任何时候都显得更团结。人们第一次发现，民意正在中国凝聚。”这段材料反映的是（   ）。难,1927年后的国内形势,九一八事变后的国内形势,七七事变后的国内形势,抗日战争胜利后的国内形势,C
七七事变后全民族的抗战开始，对此理解正确的是（   ）。中,中国军队开始抵抗,国民政府正式宣战,日本旨在侵略全中国,引起全国人民的广泛抗战,D
以国共合作为基础的抗日民族统一战线正式建立的标志是（   ）。中,西安事变的和平解决,中国工农红军改编为八路军、新四军,国民政府发表自卫宣言,国民党公布中共中央提交的国共合作宣言,D
1937年8月，根据国共两党协议，在西北的中国工农红军主力改编为八路军，总指挥是（   ）。易,项英,叶挺,彭德怀,朱德,D
1937年8月，南方红军和游击队，除琼崖红军游击队外，改编为国民革命军陆军新编第四军，（   ）任军长。易,陈毅,叶挺,刘少奇,项英,B
1937年8月，根据国共两党协议改编后八路军三个师的师长是（   ）。难,林彪、刘伯承、贺龙,林彪、刘伯承、徐向前,林彪、陈毅、贺龙,叶剑英、刘伯承、贺龙,A
电视剧《中国兄弟连》讲述了这样一个故事：一次战役后国民党军队一个连去营救被日军围困的情报人员，与新四军的一支游击队在途中恰好相遇，两支“友军”在抗击日军的过程中联合杀敌成为生死兄弟。此种情景最有可能出现在（   ）。难,九·一八事变后的东北地区,华北事变后的华北地区,西安事变和平解决时的西北地区,七七事变后的江南地区,D
抗战初期，国共两个战场的相同之处是（   ）。中,采用了相同的抗战路线,进行了积极抵抗,积极动员组织民众抗战,建立抗日民主政权,B
下列城市被日军侵占的先后顺序是（   ）。难,北平、天津、南京、上海,天津、北平、南京、上海,北平、天津、上海、南京,北平、上海、天津、南京,C
抗战以来，中国军队取得胜利的战役有（   ）。中①平型关战役②淞沪会战③台儿庄战役④百团大战,①②③④,①②③,①③④,②③④,C
“万里长征，辞却了，五朝宫阙。暂驻足，衡山湘水，又成离别。绝徼移栽桢干质，九州遍洒黎元血……待驱除仇寇，复神京，还燕碣。”这首大学校歌出现的时期应是（   ）。难,1912—1919年,1920—1926年,1927—1936年,1937—1945年,D
美国《时代》1938年1月3日载：“……每位关心要闻的读者都知道，在1937年，日本的战争机器……在上海被卡住了13个星期之久，它的时间表第一次被中国的战争机器粉碎了。”这段话描述的历史事件是（   ）。难,卢沟桥抗战,淞沪会战,太原会战,台儿庄战役,B
日本发动大规模侵华战争后，李宗仁对部下说：我们在内战中搅了20多年……黑白不分，是非不分，败虽不足耻，胜亦不足武。现在真是天如人意，让我们这些人这辈子有个抗日救国的机会。这里的救国机会是指（   ）。中,卢沟桥事变,平型关伏击,台儿庄战役,百团大战,C
抗日战争初期，国民政府正面战场取得最大胜利的战役是（   ）。易,淞沪会战,太原会战,台儿庄战役,百团大战,C
抗日战争中，指挥国民党军队在台儿庄战役中取得重大胜利的国民党将领是（   ）。易,何应钦,傅作义,李宗仁,陈明仁,C
张敏同学对抗日战争初期的一场战役作了如下描述：战场位于徐州东北60千米，北连津浦路，南接陇海线，战略地位重要。战役从1938年3月开始，敌我双方展开拉锯战。近20天后，中国军队歼敌两个最精锐的师团，取得抗战以来的最大胜利。该战役为（   ）。中,淞沪会战,台儿庄战役,百团大战,枣宜会战,B
台儿庄战役和百团大战胜利的意义相同方面是（   ）。中①沉重打击了日寇②激发了全国人民的抗战热情③是国民党正面战场的一次重大胜利④提高共产党和八路军的威望,①③,②③,①②,①④,C
1940年在枣宜会战中壮烈殉国的第三十三集团军总司令是（   ）。中,张自忠,佟麟阁,孙立仁,戴安澜,A
中国远征军入缅作战时英勇殉国的陆军第二00师师长是（   ）。难,张自忠,佟麟阁,孙立仁,戴安澜,D
1940年5月，国民党爱国将领张自忠在一次会战中与日寇奋战九昼夜，壮烈殉国，周恩来称为“全国军人楷模”。这场会战是（   ）。中,淞沪会战,太原会战,徐州会战,枣宜会战,D
1942年，中国远征军协同盟军对日作战的地点是（   ）。难,印度,缅甸,越南,泰国,B
下列史实按时间先后排列应是（   ）。难①淞沪会战②《论持久战》发表③七七事变④台儿庄战役,④③②①,④③①②,③①④②,①③②④,C
下列史实按时间顺序排列正确的是（   ）。难①淞沪会战开始②平型关大捷③台儿庄战役④南京陷落,①②③④,①②④③,②③①④,②①④③,B
国民党五届五中全会召开后，蒋介石一再强调：“制裁共党活动，就在运用民众力量，党政机关避免直接出面，尤其避免党派斗争之痕迹。”这表明国民政府（   ）。中,公开主张打击共产党,既要反共，又不敢彻底决裂,借民众力量限制共产党发展,既要反共，又要避免舆论谴责,B
从北伐战争到抗日战争时期，国民政府所在地迁移的顺序是（   ）。难,广州——南京——武汉——重庆,广州——武汉——南京——重庆,广州——武汉——重庆——南京,广州——南京——重庆——南京,B
制定抗日救国十大纲领、确立全面抗战路线的会议是（   ）。易,遵义会议,延安会议,瓦窑堡会议,洛川会议,D
1940年8月，领导八路军发起百团大战的指挥人是（   ）。中,邓小平,粟裕,彭德怀,王震,C
有一支军队的军歌歌词是“扬子江头淮河之滨，任我们纵横的驰骋；深入敌后百战百胜，汹涌着杀敌的呼声”。这支军队是（   ）。难,八路军,新四军,义勇军,抗日联军,B
1938年，毛泽东发表（   ）的讲演，系统阐明了持久抗战的总方针。中,《论持久战》,《抗日游击战争的战略问题》,《论人民民主专政》,《新民主主义论》,A
毛泽东发表《论持久战》的根本目的是（   ）。中,驳斥亡国论和速胜论,动员全民族的一切力量抗战,指出抗日战争的艰苦性,为人民指明抗战的正确道路,D
毛泽东在《论持久战》中提出的中国取得抗战最后胜利的根本途径是（   ）。中,国共合作，维护统一战线,发动全国人民，实行人民战争路线,利用中国的战争正义性，争取外援,反对“亡国论”和“速胜论”，坚持抗战,B
毛泽东在《论持久战》中指出，抗日战争取得胜利最关键的阶段是（   ）。难,战略防御阶段,战略相持阶段,战略反攻阶段,战略决战阶段,B
中共提出全面抗战路线，其主要内容是（   ）中,政府与军队共同努力作战,在一切日军占领区都进行抵抗,海外华侨业参加抗战,动员全民族一切力量进行抗战,D
下列关于敌后战场，叙述不正确的是（   ）。易,敌后战场实行全面抗战路线,敌后战场是由中国共产党开辟的,敌后战场抗击着大量日军，严重威胁着敌人后方,与国民党正面战场相比，敌后战场的贡献比较小,D
毛泽东认为：游击战争在抗日战争中具有（   ）地位。中,重要,战术,战略,次要,C
中国军队取得抗战以来第一个重大胜利的战役是（   ）。易,平型关战役,台儿庄战役,百团大战,万家岭战役,A
1937年9月，八路军一一五师主力在（   ）一带附近伏击日本侵略军，取得全民族抗战以来中国军队的第一次重大胜利。易,雁门关,阳明堡,平型关,娘子关,C
1937年八路军（   ）在雁门关以南伏击日军，有力地配合了国民党军队在正面战场的作战。难,一一五师,一二0师,一二九师,新四军,B
1937年9月，八路军（   ）主力在平型关一带附近伏击日本侵略军，取得全民族抗战以来中国军队的第一次重大胜利。易,一一五师,一二0师,一二九师,二00师,A
某年《新华日报》华北版头条刊载了蒋介石的嘉奖电：“朱（德）副长官、彭（德怀）副总司令：迭电均悉，贵部窥破好机，断然出击，予敌甚大打击，特电嘉勉。仍希……勿予敌喘息机会，彻底断绝其交通为要！”这份嘉奖电的背景是（   ）。难,红军长征胜利,正面战场取得抗战以来的最大胜利,百团大战取得阶段性胜利,日本被迫宣布无条件投降,C
某年9月6日重庆《大公报》社评：“自上月20日以来，我军在北方发动了大规模的运动战。平汉、正太、同蒲三路同时发动反攻，铁路到处被破坏，冀晋豫三省同时报捷。斩获既多，并克复了重要据点。”据此推断该战事应是（   ）。难,百团大战,平型关战役,太原会战,台儿庄战役,A
抗战开始后，新四军挺进长江南北，开赴苏南、皖南、皖中地区，创建（   ）抗日根据地。中,冀鲁豫,山东,华中,豫皖苏,C
“地道战”、“地雷战”、“鸡毛信”出现在哪个历史时期？（   ）易,北伐战争,解放战争,抗日战争,十年内战,C
皖南事变后，中共中央重建新四军军部，被任命的政治委员是（   ）。中,陈毅,陈赓,刘少奇,项英,C
1942年1月，中共中央《关于土地政策的决议》中规定：“在对富农减租减息后，同时需要交租交息，并保障富农的人权、政权、地权、财权。”中共作出这一决策的最主要目的是（   ）。难,减少土地改革的阻力,巩固扩大抗日民族统一战线,恢复发展农村经济,调动农民支援革命的积极性,B
抗战时期党的土地路线是（   ）。中,地主减租减息，农民交租交息,没收地主土地,依靠贫雇农，联合中农，限制富农，消灭地主阶级,耕者有其田,A
“如今的南泥湾，与呀往年不一般，再不是旧模样，是陕北的好江南……”歌曲《南泥湾》反映的是（   ）。中,中央革命根据地的反“围剿”斗争,抗日根据地开展的大生产运动,抗日根据地实行的民主选举制,新中国建立初期的土地改革运动,B
下列关于延安整风运动的表述，不准确的是（   ）。难,在思想上清算了“左”的和右的错误,实行了“惩前毖后，治病救人”的方针,确立毛泽东思想为全党的指导思想,为新民主主义革命在全国的胜利奠定了思想基础,C
延安整风运动最重要的任务是（   ）。中,反对主观主义以整顿学风,反对宗派主义以整顿党风,反对党八股以整顿学风,确立毛泽东思想为全党的指导思想,A
